Index,Time_ms,Operations
360,0,000800,30
361,0,000800,28
362,0,000700,30
363,0,000700,28
364,0,000700,28
365,0,000800,30
366,0,000800,30
367,0,000800,28
368,0,000800,30
369,0,000700,28
370,0,000700,30
371,0,000900,30
372,0,000800,28
373,0,000800,30
374,0,000700,30
375,0,000800,30
376,0,000700,30
377,0,000700,28
378,0,000800,28
379,0,000700,28
380,0,000700,28
381,0,000800,30
382,0,000800,30
383,0,001600,30
384,0,000900,30
385,0,000900,30
386,0,000700,30
387,0,000900,30
388,0,001400,28
389,0,001300,28
390,0,000700,28
391,0,000900,30
392,0,000900,28
393,0,000800,28
394,0,000800,30
395,0,000700,30
396,0,000700,28
397,0,000700,28
398,0,000800,30
399,0,000800,30
400,0,000800,30
401,0,000800,30
402,0,000900,30
403,0,001200,28
404,0,000800,28
405,0,000600,28
406,0,000700,30
407,0,000700,28
408,0,000800,30
409,0,000600,28
410,0,000700,28
411,0,000700,28
412,0,000800,28
413,0,000900,30
414,0,000800,30
415,0,000900,28
416,0,000800,28
417,0,000700,30
418,0,000800,28
419,0,000700,28
420,0,000600,30
421,0,000900,30
422,0,000900,30
423,0,000900,28
424,0,000700,28
425,0,000900,28
426,0,001000,30
427,0,000800,28
428,0,000700,28
429,0,000800,30
430,0,000900,30
431,0,000800,30
432,0,000700,28
433,0,000800,30
434,0,000700,28
435,0,000900,30
436,0,000700,30
437,0,000700,28
438,0,000800,30
439,0,000700,30
440,0,000800,30
441,0,000700,28
442,0,000800,30
443,0,000700,28
444,0,001500,28
445,0,001100,28
446,0,000800,28
447,0,000600,28
448,0,000800,30
449,0,000800,30
450,0,000700,30
451,0,000500,28
452,0,000700,30
453,0,000800,28
454,0,000900,30
455,0,000500,28
456,0,000600,30
457,0,000600,28
458,0,012000,30
459,0,001300,28
460,0,000900,30
461,0,000600,28
462,0,000600,28
463,0,000500,28
464,0,000600,28
465,0,000500,28
466,0,000800,30
467,0,000600,30
468,0,000700,28
469,0,000600,30
470,0,000600,30
471,0,000700,30
472,0,000500,30
473,0,000600,28
474,0,001400,30
475,0,000900,30
476,0,000800,28
477,0,001000,30
478,0,000800,30
479,0,000700,28
480,0,000700,28
481,0,000900,30
